Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Role
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730923544,0.338586651,0.325070828,0.104939903,0.61384723,0.090844889,Application Support Engineer
3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657404103,0.42714514,0.430861918,0.161204475,0.518638272,0.117347719,Application Support Engineer
2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652411076,0.591010711,0.550184539,0.151155404,0.714051672,0.092001501,Application Support Engineer
4,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.609525805,0.715860707,0.549060119,0.346954316,0.726653899,0.229394458,Application Support Engineer
5,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.8154937,0.441264388,0.537502269,0.194300398,0.584363003,0.055758711,Application Support Engineer
1,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.671263014,0.493737847,0.466647168,0.167743884,0.713866782,0.106816728,Application Support Engineer
0,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.766015725,0.531548301,0.456945365,0.29996154,0.698771239,0.109291849,Application Support Engineer
3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.743310577,0.33680304,0.329929516,0.079298876,0.603713112,0.076354516,Application Support Engineer
2,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.751555029,0.365997449,0.292249141,0.052744145,0.630021556,0.054774985,Application Support Engineer
4,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.72670986,0.453314495,0.441076606,0.070797917,0.704415872,0.068588776,Application Support Engineer
5,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.855417277,0.485295852,0.52527174,0.190255926,0.607557038,0.05022418,Application Support Engineer
1,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.68799449,0.68108499,0.55281859,0.264045634,0.672107372,0.23201754,Application Support Engineer
0,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.71708999,0.430651109,0.408521621,0.047267516,0.689486226,0.071985058,Application Support Engineer
3,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.62612897,0.645621797,0.492500782,0.155946123,0.836944513,0.17013681,Application Support Engineer
2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.661364848,0.498642452,0.381613133,0.154613755,0.626898359,0.131800565,Application Support Engineer
4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.7559071,0.501409129,0.48485522,0.364627465,0.411261215,0.164792512,Application Support Engineer
4,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.603625659,0.310261464,0.346326573,0.108859948,0.594106658,0.139116293,Application Support Engineer
4,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.768874206,0.637803153,0.709992829,0.538449501,0.611946452,0.203303816,Application Support Engineer
4,0,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.819244075,0.240820666,0.279236312,0.037747513,0.606177663,0.022843067,Application Support Engineer
4,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.775376701,0.409948906,0.268978181,0.052078503,0.617461693,0.053553669,Application Support Engineer
4,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.706838253,0.39888808,0.311661861,0.047507641,0.644714746,0.069148153,Application Support Engineer
5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.739035739,0.366985706,0.392931313,0.074201979,0.642433965,0.079714342,Application Support Engineer
5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.7326511,0.400373762,0.174649333,0.046383378,0.627421429,0.112477783,Application Support Engineer
5,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.746886377,0.278067102,0.309874817,0.078863841,0.558923805,0.05423181,Application Support Engineer
5,0,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.78998582,0.282451477,0.327952465,0.155913922,0.515662785,0.111832719,Application Support Engineer
5,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.670755662,0.522801215,0.513300365,0.102744002,0.729184635,0.125772123,Application Support Engineer
5,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.707373745,0.476892811,0.45590422,0.202062962,0.621021122,0.116942502,Application Support Engineer
1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.813185501,0.286933478,0.267696847,0.039618885,0.542376399,0.039272401,Application Support Engineer
1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.672370688,0.475670385,0.37998898,0.101136332,0.583124908,0.099947144,Application Support Engineer
1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.725870767,0.404913979,0.315804092,0.077542219,0.569543745,0.096070389,Application Support Engineer
1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.705715777,0.295593258,0.317235578,0.078402411,0.562021978,0.04447218,Application Support Engineer
1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.730923544,0.338586651,0.325070828,0.104939903,0.61384723,0.090844889,Application Support Engineer
1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.657404103,0.42714514,0.430861918,0.161204475,0.518638272,0.117347719,Application Support Engineer
0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652411076,0.591010711,0.550184539,0.151155404,0.714051672,0.092001501,Application Support Engineer
0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609525805,0.715860707,0.549060119,0.346954316,0.726653899,0.229394458,Application Support Engineer
0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8154937,0.441264388,0.537502269,0.194300398,0.584363003,0.055758711,Application Support Engineer
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671263014,0.493737847,0.466647168,0.167743884,0.713866782,0.106816728,Application Support Engineer
0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766015725,0.531548301,0.456945365,0.29996154,0.698771239,0.109291849,Application Support Engineer
0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743310577,0.33680304,0.329929516,0.079298876,0.603713112,0.076354516,Application Support Engineer
3,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.751555029,0.365997449,0.292249141,0.052744145,0.630021556,0.054774985,Application Support Engineer
3,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.72670986,0.453314495,0.441076606,0.070797917,0.704415872,0.068588776,Application Support Engineer
3,1,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.855417277,0.485295852,0.52527174,0.190255926,0.607557038,0.05022418,Application Support Engineer
3,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.68799449,0.68108499,0.55281859,0.264045634,0.672107372,0.23201754,Application Support Engineer
3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.71708999,0.430651109,0.408521621,0.047267516,0.689486226,0.071985058,Application Support Engineer
3,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.62612897,0.645621797,0.492500782,0.155946123,0.836944513,0.17013681,Application Support Engineer
2,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.661364848,0.498642452,0.381613133,0.154613755,0.626898359,0.131800565,Application Support Engineer
2,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.7559071,0.501409129,0.48485522,0.364627465,0.411261215,0.164792512,Application Support Engineer
2,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.603625659,0.310261464,0.346326573,0.108859948,0.594106658,0.139116293,Application Support Engineer
2,0,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.768874206,0.637803153,0.709992829,0.538449501,0.611946452,0.203303816,Application Support Engineer
2,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.819244075,0.240820666,0.279236312,0.037747513,0.606177663,0.022843067,Application Support Engineer
2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.775376701,0.409948906,0.268978181,0.052078503,0.617461693,0.053553669,Application Support Engineer
4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
4,4,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
4,4,4,6,1,4,4,4,4,4,4,4,4,4,4,4,4,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
4,4,4,6,0,4,4,4,4,4,4,4,4,4,4,4,4,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
4,4,4,6,3,4,4,4,4,4,4,4,4,4,4,4,4,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
4,4,4,6,2,4,4,4,4,4,4,4,4,4,4,4,4,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
5,5,5,6,1,5,5,5,5,5,5,5,5,5,5,5,5,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
5,5,5,6,0,5,5,5,5,5,5,5,5,5,5,5,5,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
5,5,5,6,3,5,5,5,5,5,5,5,5,5,5,5,5,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
5,5,5,6,2,5,5,5,5,5,5,5,5,5,5,5,5,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
1,1,1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
1,1,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
1,1,1,6,0,1,1,1,1,1,1,1,1,1,1,1,1,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
1,1,1,6,3,1,1,1,1,1,1,1,1,1,1,1,1,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
3,3,3,6,4,3,3,3,3,3,3,3,3,3,3,3,3,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
3,3,3,6,5,3,3,3,3,3,3,3,3,3,3,3,3,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
3,3,3,6,1,3,3,3,3,3,3,3,3,3,3,3,3,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
3,3,3,6,0,3,3,3,3,3,3,3,3,3,3,3,3,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
3,3,3,6,2,3,3,3,3,3,3,3,3,3,3,3,3,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
2,2,2,6,4,2,2,2,2,2,2,2,2,2,2,2,2,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
2,2,2,6,5,2,2,2,2,2,2,2,2,2,2,2,2,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
2,2,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
2,2,2,6,0,2,2,2,2,2,2,2,2,2,2,2,2,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
2,2,2,6,3,2,2,2,2,2,2,2,2,2,2,2,2,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
4,4,4,6,4,5,4,4,4,4,4,4,4,4,4,4,4,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
4,4,4,6,4,1,4,4,4,4,4,4,4,4,4,4,4,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
4,4,4,6,4,0,4,4,4,4,4,4,4,4,4,4,4,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
4,4,4,6,4,3,4,4,4,4,4,4,4,4,4,4,4,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
4,4,4,6,4,2,4,4,4,4,4,4,4,4,4,4,4,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
5,5,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
5,5,5,6,5,1,5,5,5,5,5,5,5,5,5,5,5,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
5,5,5,6,5,0,5,5,5,5,5,5,5,5,5,5,5,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
5,5,5,6,5,3,5,5,5,5,5,5,5,5,5,5,5,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
5,5,5,6,5,2,5,5,5,5,5,5,5,5,5,5,5,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
1,1,1,6,1,4,1,1,1,1,1,1,1,1,1,1,1,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
1,1,1,6,1,5,1,1,1,1,1,1,1,1,1,1,1,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
1,1,1,6,1,0,1,1,1,1,1,1,1,1,1,1,1,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
1,1,1,6,1,3,1,1,1,1,1,1,1,1,1,1,1,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
3,3,3,6,3,4,3,3,3,3,3,3,3,3,3,3,3,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
3,3,3,6,3,5,3,3,3,3,3,3,3,3,3,3,3,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
3,3,3,6,3,1,3,3,3,3,3,3,3,3,3,3,3,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
3,3,3,6,3,0,3,3,3,3,3,3,3,3,3,3,3,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
3,3,3,6,3,2,3,3,3,3,3,3,3,3,3,3,3,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
2,2,2,6,2,4,2,2,2,2,2,2,2,2,2,2,2,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
2,2,2,6,2,5,2,2,2,2,2,2,2,2,2,2,2,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
2,2,2,6,2,1,2,2,2,2,2,2,2,2,2,2,2,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
2,2,2,6,2,0,2,2,2,2,2,2,2,2,2,2,2,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
2,2,2,6,2,3,2,2,2,2,2,2,2,2,2,2,2,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
4,4,4,6,4,4,5,4,4,4,4,4,4,4,4,4,4,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
4,4,4,6,4,4,1,4,4,4,4,4,4,4,4,4,4,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
4,4,4,6,4,4,0,4,4,4,4,4,4,4,4,4,4,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
4,4,4,6,4,4,3,4,4,4,4,4,4,4,4,4,4,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
4,4,4,6,4,4,2,4,4,4,4,4,4,4,4,4,4,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
5,5,5,6,5,5,4,5,5,5,5,5,5,5,5,5,5,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
5,5,5,6,5,5,1,5,5,5,5,5,5,5,5,5,5,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
5,5,5,6,5,5,0,5,5,5,5,5,5,5,5,5,5,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
5,5,5,6,5,5,3,5,5,5,5,5,5,5,5,5,5,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
5,5,5,6,5,5,2,5,5,5,5,5,5,5,5,5,5,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
1,1,1,6,1,1,4,1,1,1,1,1,1,1,1,1,1,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
1,1,1,6,1,1,5,1,1,1,1,1,1,1,1,1,1,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
1,1,1,6,1,1,0,1,1,1,1,1,1,1,1,1,1,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
1,1,1,6,1,1,3,1,1,1,1,1,1,1,1,1,1,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
1,1,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
3,3,3,6,3,3,4,3,3,3,3,3,3,3,3,3,3,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
3,3,3,6,3,3,5,3,3,3,3,3,3,3,3,3,3,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
3,3,3,6,3,3,1,3,3,3,3,3,3,3,3,3,3,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
3,3,3,6,3,3,0,3,3,3,3,3,3,3,3,3,3,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
3,3,3,6,3,3,2,3,3,3,3,3,3,3,3,3,3,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
2,2,2,6,2,2,4,2,2,2,2,2,2,2,2,2,2,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
2,2,2,6,2,2,5,2,2,2,2,2,2,2,2,2,2,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
2,2,2,6,2,2,1,2,2,2,2,2,2,2,2,2,2,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
2,2,2,6,2,2,0,2,2,2,2,2,2,2,2,2,2,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
2,2,2,6,2,2,3,2,2,2,2,2,2,2,2,2,2,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
4,4,4,6,4,4,4,5,4,4,4,4,4,4,4,4,4,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
4,4,4,6,4,4,4,1,4,4,4,4,4,4,4,4,4,0.859467486,0.321573912,0.250518675,0.052676434,0.492855374,0.029870175,Cyber Security Specialist
4,4,4,6,4,4,4,0,4,4,4,4,4,4,4,4,4,0.759428221,0.553257353,0.439269286,0.213644695,0.636031495,0.05771135,Cyber Security Specialist
4,4,4,6,4,4,4,3,4,4,4,4,4,4,4,4,4,0.785837189,0.472748893,0.407475319,0.069601818,0.674104394,0.051629361,Cyber Security Specialist
4,4,4,6,4,4,4,2,4,4,4,4,4,4,4,4,4,0.722145341,0.455235261,0.346213735,0.066530729,0.692900402,0.114764862,Cyber Security Specialist
5,5,5,6,5,5,5,4,5,5,5,5,5,5,5,5,5,0.88932593,0.582867866,0.502297554,0.199016504,0.638532913,0.038678196,Cyber Security Specialist
5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0.784092503,0.340537871,0.356655863,0.071651501,0.603283019,0.029971296,Cyber Security Specialist
5,5,5,6,5,5,5,1,5,5,5,5,5,5,5,5,5,0.795309676,0.549096972,0.394167639,0.095926309,0.60484813,0.026826393,Cyber Security Specialist
5,5,5,6,5,5,5,0,5,5,5,5,5,5,5,5,5,0.883756016,0.628363479,0.674395653,0.232912712,0.688104805,0.042993708,Cyber Security Specialist
5,5,5,6,5,5,5,3,5,5,5,5,5,5,5,5,5,0.826057807,0.269330126,0.221208616,0.036105814,0.554617975,0.012488356,Cyber Security Specialist
5,5,5,6,5,5,5,2,5,5,5,5,5,5,5,5,5,0.709881547,0.518073903,0.465059654,0.142961778,0.597822586,0.068581279,Cyber Security Specialist
1,1,1,6,1,1,1,4,1,1,1,1,1,1,1,1,1,0.724436127,0.566096334,0.488538817,0.234017486,0.715489947,0.093807504,Cyber Security Specialist
